time,speed,acceleration,ds_safe,dn_safe,alpha1_k,alpha2_k,W_cb,min_obs_dist,stage_cost,slack_cost,ego_x,ego_y
0.0,23.97829979986284,-0.08565839794092402,3,0.1,1.0,2.4,2000.0,15.725425113250644,2.2800045603132156e+16,,184.5940245539865,7.724914530824217
0.2,22.9567368192932,0.08726646259971647,3,0.1,1.0,2.4,2000.0,15.359706342636633,2.2800045600013604e+16,,189.32055866206056,7.675326051736251
0.4,21.93613087258175,0.08726646259971647,3,0.1,1.0,2.4,2000.0,15.006607274619968,2.28000456000081e+16,,193.8367394899645,7.916910801963193
0.6000000000000001,21.414806735400024,0.06532087791503968,3,0.1,1.0,2.4,2000.0,14.683490943016135,2.2800045600007076e+16,,198.16667087040946,8.35604718672365
0.8,22.4031839041321,-0.0649403969918722,3,0.1,1.0,2.4,2000.0,14.300731668898464,2.280004560000692e+16,,202.50606956661804,8.637988471868036
1.0,23.401819149362673,-0.02176249726643504,3,0.1,1.0,2.4,2000.0,13.648429779350321,2.2800045600006828e+16,,207.04820427013564,8.85199004874241
1.2000000000000002,24.38625769673078,-0.0720252094027102,3,0.1,1.0,2.4,2000.0,12.76809559621825,2.28000456000063e+16,,211.79370406273435,8.847466610149866
1.4000000000000001,25.38511716594455,-0.01910004772413021,3,0.1,1.0,2.4,2000.0,11.655564101293537,2.2800045600005356e+16,,216.73642609500902,8.744084246074676
1.6,25.838483041032475,-0.08726646259971645,3,0.1,1.0,2.4,2000.0,10.460009749396026,2.280004560000408e+16,,221.8260270738913,8.331076509422331
1.8,26.351454951807057,0.07537634731250233,3,0.1,1.0,2.4,2000.0,9.106792064262422,2.2800045600003544e+16,,227.02234573876999,8.106415536292833
2.0,26.696737329446243,-0.06243310239764481,3,0.1,1.0,2.4,2000.0,7.812925385352594,2.280004560000315e+16,,232.30080741598755,7.717284094717472
2.2,27.696085862024024,-0.013818758997842323,3,0.1,1.0,2.4,2000.0,6.697510971508949,2.2800045600002764e+16,,237.68338078725625,7.215156148974135
2.4000000000000004,28.669238575561778,0.08726646259971647,3,0.1,1.0,2.4,2000.0,5.6124306121621625,2.2800045600003276e+16,,243.28275018964013,7.016436537693427
2.6,29.66923856476103,5.4359319812985474e-05,3,0.1,1.0,2.4,2000.0,5.0965004504459355,2.280004560000319e+16,,249.0822739057913,6.909236982231733
2.8000000000000003,29.66923856476103,0.0,3,0.1,1.0,2.4,2000.0,5.670449520012126,2.2800045600003932e+16,,255.01510946220654,6.799642543304262
3.0,30.12117013718592,0.0830293252450421,3,0.1,1.0,2.4,2000.0,6.912102558816823,2.280004560000441e+16,,260.97296141685683,7.03880249283278
3.2,29.100848181443403,-0.07523875960011735,3,0.1,1.0,2.4,2000.0,8.874083419732969,2.2800045600004164e+16,,266.92793698866,7.076495659147114
3.4000000000000004,29.100848181443403,0.0,3,0.1,1.0,2.4,2000.0,11.027495496713268,2.2800045600005044e+16,,272.74775050234365,7.012111956847465
3.6,28.08342664305516,0.07090592517430937,3,0.1,1.0,2.4,2000.0,13.124909292605782,2.280004560230084e+16,,278.49500682896,7.231608399623627
3.8000000000000003,27.071591069082334,0.05951196994769256,3,0.1,1.0,2.4,2000.0,13.283993926548517,2.2800045600005704e+16,,284.01931436531873,7.7509204564388705
4.0,26.04713019133536,-0.08726646259971635,3,0.1,1.0,2.4,2000.0,11.939127692501497,2.280004560000565e+16,,289.35854212991495,7.997696535486513
4.2,25.031704988331924,0.07066351569849921,3,0.1,1.0,2.4,2000.0,10.913921544291215,2.2800045600005464e+16,,294.48384332232075,8.400337940874344
4.4,24.36339366350473,-0.08726646259971646,3,0.1,1.0,2.4,2000.0,10.002914647835231,2.2800045600005536e+16,,299.4422694448457,8.557564013541876
4.6000000000000005,24.36339366350473,0.0,3,0.1,1.0,2.4,2000.0,9.188023710229634,2.2800045600006416e+16,,304.3139123551087,8.658029863462126
4.800000000000001,23.35727720299272,0.04604378883287033,3,0.1,1.0,2.4,2000.0,8.558979529004109,2.28000456000065e+16,,309.1132181226079,8.899614185692014
5.0,22.463957128179278,-0.016686927570748813,3,0.1,1.0,2.4,2000.0,8.121936536796621,2.2800045600006384e+16,,313.7204651648433,9.10617162057876
